customer_id,trans_date,tran_amount
CS5693,12/9/2018,95
CS2091,12/9/2018,58
CS1344,12/9/2018,53
CS5951,12/9/2018,86
CS1460,12/9/2018,44
CS1120,12/9/2018,86
CS1483,12/9/2018,66
CS4695,12/9/2018,101
CS3309,12/9/2018,72
CS5897,12/9/2018,91
CS3748,12/9/2018,59
CS2486,12/9/2018,52
CS4342,12/9/2018,87
CS1727,12/9/2018,38
CS1224,12/9/2018,90
CS2837,12/9/2018,86
CS4558,12/9/2018,86
CS3431,12/9/2018,95
CS1814,12/9/2018,50
CS5305,12/9/2018,81
CS4840,12/9/2018,87
CS3216,12/9/2018,91
CS5857,12/9/2018,60
CS4609,12/9/2018,103
CS2470,12/9/2018,101
CS3409,12/9/2018,103
CS2332,12/9/2018,35
CS4266,12/9/2018,98
CS2958,12/9/2018,44
CS4731,12/9/2018,91
CS3747,12/9/2018,40
CS1313,12/9/2018,65
CS5816,12/9/2018,93
CS3342,12/9/2018,97
CS2707,12/9/2018,69
CS6097,12/9/2018,96
CS3934,12/9/2018,89
CS3191,12/9/2018,68
CS1690,12/9/2018,70
CS3034,12/9/2018,87
CS5838,12/9/2018,57
CS1629,12/9/2018,68
CS5018,12/9/2018,35
CS3482,12/9/2018,40
CS1767,12/9/2018,60
CS4437,12/9/2018,53
CS4862,12/9/2018,55
CS4031,12/9/2018,66
CS1867,12/9/2018,96
CS1904,12/9/2018,54
CS4173,12/9/2018,92
CS4964,12/9/2018,56
CS1663,12/9/2018,50
CS3891,12/9/2018,85
CS4970,12/9/2018,80
CS3366,12/9/2018,97
CS6025,12/9/2018,41
CS1533,12/9/2018,67
CS2247,12/9/2018,60
CS3738,12/9/2018,80
CS2327,12/9/2018,86
CS3685,12/9/2018,48
CS6069,12/9/2018,53
CS4864,12/9/2018,41
CS5207,12/9/2018,75
CS8298,12/9/2018,35
CS8091,12/9/2018,74
CS7120,12/9/2018,24
CS7727,12/9/2018,72
CS7814,12/9/2018,62
CS8470,12/9/2018,35
CS8332,12/9/2018,36
CS8958,12/9/2018,36
CS8707,12/9/2018,77
CS7690,12/9/2018,16
CS7629,12/9/2018,67
CS7767,12/9/2018,78
CS7867,12/9/2018,49
CS7904,12/9/2018,68
CS7663,12/9/2018,69
CS7533,12/9/2018,23
CS8327,12/9/2018,43
CS4310,13/9/2018,83
CS3457,13/9/2018,74
CS4193,13/9/2018,58
CS1116,13/9/2018,63
CS5048,13/9/2018,59
CS5387,13/9/2018,89
CS3133,13/9/2018,91
CS2533,13/9/2018,103
CS1863,13/9/2018,94
CS5476,13/9/2018,41
CS2440,13/9/2018,76
CS2214,13/9/2018,105
CS5274,13/9/2018,61
CS5979,13/9/2018,89
CS1402,13/9/2018,44
CS2271,13/9/2018,82
CS4668,13/9/2018,75
CS6100,13/9/2018,80
CS3937,13/9/2018,84
CS2418,13/9/2018,75
CS5063,13/9/2018,55
CS4133,13/9/2018,98
CS4251,13/9/2018,101
CS4130,13/9/2018,105
CS4495,13/9/2018,81
CS2677,13/9/2018,70
CS3689,13/9/2018,41
CS1746,13/9/2018,45
CS2155,13/9/2018,90
CS1911,13/9/2018,43
CS5458,13/9/2018,66
CS3503,13/9/2018,77
CS2564,13/9/2018,54
CS5483,13/9/2018,66
CS3039,13/9/2018,65
CS1974,13/9/2018,83
CS1624,13/9/2018,97
CS3940,13/9/2018,58
CS3307,13/9/2018,73
CS5998,13/9/2018,98
CS1502,13/9/2018,65
CS5169,13/9/2018,86
CS2551,13/9/2018,85
CS3298,13/9/2018,89
CS1158,13/9/2018,102
CS2745,13/9/2018,84
CS5203,13/9/2018,86
CS6107,13/9/2018,70
CS4854,13/9/2018,97
CS2481,13/9/2018,91
CS2771,13/9/2018,56
CS2923,13/9/2018,54
CS3557,13/9/2018,104
CS2283,13/9/2018,41
CS4539,13/9/2018,56
CS5059,13/9/2018,99
CS3258,13/9/2018,47
CS5953,13/9/2018,67
CS3206,13/9/2018,55
CS3130,13/9/2018,96
CS2512,13/9/2018,95
CS5767,13/9/2018,54
CS2292,13/9/2018,35
CS3023,13/9/2018,86
CS5540,13/9/2018,71
CS7116,13/9/2018,10
CS8533,13/9/2018,47
CS8440,13/9/2018,78
CS8214,13/9/2018,46
CS8271,13/9/2018,76
CS8418,13/9/2018,37
CS8677,13/9/2018,11
CS7746,13/9/2018,38
CS8155,13/9/2018,49
CS7974,13/9/2018,67
CS7624,13/9/2018,44
CS7502,13/9/2018,13
CS8551,13/9/2018,57
CS7158,13/9/2018,42
CS8745,13/9/2018,23
CS8771,13/9/2018,19
CS8923,13/9/2018,55
CS8512,13/9/2018,16
CS5132,14/9/2018,74
CS2167,14/9/2018,90
CS6023,14/9/2018,46
CS5861,14/9/2018,67
CS2902,14/9/2018,94
CS1597,14/9/2018,81
CS3737,14/9/2018,61
CS4053,14/9/2018,76
CS1332,14/9/2018,82
CS3577,14/9/2018,37
CS4721,14/9/2018,61
CS5846,14/9/2018,99
CS4852,14/9/2018,59
CS3544,14/9/2018,69
CS5942,14/9/2018,91
CS4603,14/9/2018,66
CS6104,14/9/2018,100
CS1363,14/9/2018,52
CS1118,14/9/2018,81
CS2252,14/9/2018,85
CS6068,14/9/2018,63
CS2070,14/9/2018,85
CS1750,14/9/2018,50
CS4318,14/9/2018,95
CS5166,14/9/2018,53
CS3356,14/9/2018,99
CS3915,14/9/2018,55
CS1964,14/9/2018,48
CS4451,14/9/2018,44
CS3881,14/9/2018,81
CS3700,14/9/2018,104
CS1155,14/9/2018,97
CS4078,14/9/2018,98
CS3031,14/9/2018,100
CS1318,14/9/2018,66
CS4078,14/9/2018,36
CS1808,14/9/2018,38
CS3479,14/9/2018,88
CS5998,14/9/2018,68
CS3794,14/9/2018,69
CS1372,14/9/2018,65
CS4953,14/9/2018,68
CS5742,14/9/2018,99
CS5486,14/9/2018,94
CS2953,14/9/2018,103
CS1700,14/9/2018,77
CS1664,14/9/2018,73
CS3227,14/9/2018,39
CS4901,14/9/2018,62
CS5058,14/9/2018,80
CS1484,14/9/2018,97
CS4498,14/9/2018,88
CS3232,14/9/2018,94
CS5336,14/9/2018,81
CS2624,14/9/2018,97
CS1311,14/9/2018,73
CS5659,14/9/2018,73
CS5187,14/9/2018,42
CS5117,14/9/2018,61
CS5292,14/9/2018,80
CS3106,14/9/2018,86
CS4781,14/9/2018,57
CS3592,14/9/2018,38
CS5679,14/9/2018,101
CS1702,14/9/2018,41
CS4135,14/9/2018,62
CS4092,14/9/2018,58
CS8902,14/9/2018,31
CS7597,14/9/2018,59
CS7363,14/9/2018,57
CS7118,14/9/2018,47
CS7964,14/9/2018,41
CS7155,14/9/2018,19
CS7318,14/9/2018,33
CS7808,14/9/2018,76
CS8953,14/9/2018,43
CS7664,14/9/2018,18
CS7484,14/9/2018,72
CS8624,14/9/2018,23
CS7702,14/9/2018,67
CS1707,15/9/2018,105
CS3160,15/9/2018,78
CS4786,15/9/2018,91
CS3643,15/9/2018,69
CS3828,15/9/2018,82
CS5794,15/9/2018,94
CS4267,15/9/2018,39
CS5940,15/9/2018,80
CS5689,15/9/2018,82
CS4296,15/9/2018,83
CS5348,15/9/2018,74
CS4504,15/9/2018,92
CS2698,15/9/2018,70
CS4133,15/9/2018,71
CS1321,15/9/2018,90
CS3157,15/9/2018,84
CS1822,15/9/2018,76
CS1558,15/9/2018,60
CS4403,15/9/2018,96
CS6095,15/9/2018,45
CS1404,15/9/2018,92
CS2100,15/9/2018,55
CS5162,15/9/2018,36
CS4876,15/9/2018,42
CS3417,15/9/2018,64
CS5170,15/9/2018,64
CS4932,15/9/2018,45
CS5332,15/9/2018,100
CS2470,15/9/2018,88
CS4245,15/9/2018,36
CS1890,15/9/2018,43
CS3329,15/9/2018,44
CS4266,15/9/2018,99
CS4227,15/9/2018,86
CS4319,15/9/2018,69
CS4361,15/9/2018,102
CS3060,15/9/2018,49
CS3609,15/9/2018,74
CS5165,15/9/2018,44
CS4431,15/9/2018,88
CS6076,15/9/2018,83
CS2871,15/9/2018,56
CS1833,15/9/2018,40
CS2942,15/9/2018,104
CS1313,15/9/2018,40
CS2757,15/9/2018,100
CS2844,15/9/2018,69
CS1506,15/9/2018,69
CS1430,15/9/2018,82
CS2109,15/9/2018,78
CS2557,15/9/2018,63
CS4535,15/9/2018,86
CS5181,15/9/2018,48
CS4598,15/9/2018,67
CS5046,15/9/2018,56
CS4552,15/9/2018,57
CS2953,15/9/2018,47
CS3010,15/9/2018,54
CS1724,15/9/2018,96
CS3924,15/9/2018,76
CS5191,15/9/2018,99
CS1975,15/9/2018,69
CS2555,15/9/2018,58
CS1801,15/9/2018,71
CS2270,15/9/2018,58
CS4272,15/9/2018,68
CS1580,15/9/2018,50
CS5287,15/9/2018,93
CS4214,15/9/2018,101
CS4858,15/9/2018,82
CS3558,15/9/2018,52
CS4421,15/9/2018,76
CS4859,15/9/2018,87
CS2712,15/9/2018,95
CS5706,15/9/2018,54
CS2310,15/9/2018,47
CS3146,15/9/2018,36
CS2402,15/9/2018,75
CS5701,15/9/2018,70
CS3195,15/9/2018,59
CS5081,15/9/2018,70
CS2054,15/9/2018,71
CS1648,15/9/2018,37
CS7707,15/9/2018,41
CS8698,15/9/2018,38
CS7321,15/9/2018,23
CS7558,15/9/2018,71
CS7404,15/9/2018,63
CS8100,15/9/2018,56
CS8470,15/9/2018,64
CS7890,15/9/2018,39
CS8871,15/9/2018,66
CS7833,15/9/2018,65
CS8942,15/9/2018,11
CS8844,15/9/2018,45
CS7506,15/9/2018,45
CS7430,15/9/2018,22
CS8109,15/9/2018,50
CS8557,15/9/2018,78
CS7724,15/9/2018,54
CS7975,15/9/2018,19
CS8555,15/9/2018,42
CS7801,15/9/2018,63
CS8270,15/9/2018,40
CS7580,15/9/2018,64
CS8712,15/9/2018,53
CS8310,15/9/2018,47
CS2557,16/9/2018,66
CS5409,16/9/2018,87
CS3769,16/9/2018,67
CS3354,16/9/2018,43
CS3414,16/9/2018,105
CS3561,16/9/2018,38
CS2638,16/9/2018,97
CS4292,16/9/2018,98
CS5402,16/9/2018,94
CS3355,16/9/2018,101
CS3577,16/9/2018,93
CS3595,16/9/2018,60
CS3164,16/9/2018,49
CS2213,16/9/2018,89
CS2407,16/9/2018,94
CS5391,16/9/2018,42
CS5610,16/9/2018,70
CS2571,16/9/2018,80
CS2171,16/9/2018,48
CS1811,16/9/2018,47
CS5649,16/9/2018,103
CS3705,16/9/2018,86
CS4545,16/9/2018,43
CS5188,16/9/2018,54
CS2187,16/9/2018,100
CS3129,16/9/2018,102
CS5293,16/9/2018,101
CS1651,16/9/2018,98
CS1726,16/9/2018,38
CS2182,16/9/2018,61
CS5829,16/9/2018,84
CS5305,16/9/2018,37
CS4813,16/9/2018,35
CS6051,16/9/2018,69
CS3388,16/9/2018,87
CS4787,16/9/2018,41
CS5317,16/9/2018,47
CS3969,16/9/2018,61
CS2870,16/9/2018,91
CS3056,16/9/2018,44
CS3083,16/9/2018,85
CS1366,16/9/2018,47
CS2204,16/9/2018,52
CS3027,16/9/2018,78
CS2085,16/9/2018,96
CS3266,16/9/2018,57
CS4810,16/9/2018,77
CS4458,16/9/2018,40
CS3924,16/9/2018,99
CS1741,16/9/2018,69
CS4874,16/9/2018,53
CS4356,16/9/2018,85
CS4452,16/9/2018,98
CS6017,16/9/2018,99
CS4439,16/9/2018,56
CS4213,16/9/2018,41
CS2491,16/9/2018,54
CS4673,16/9/2018,97
CS3716,16/9/2018,81
CS2827,16/9/2018,86
CS3349,16/9/2018,56
CS2280,16/9/2018,102
CS5334,16/9/2018,89
CS4038,16/9/2018,76
CS5922,16/9/2018,94
CS4383,16/9/2018,62
CS5004,16/9/2018,82
CS3706,16/9/2018,61
CS1217,16/9/2018,104
CS1931,16/9/2018,89
CS3362,16/9/2018,97
CS1498,16/9/2018,53
CS8557,16/9/2018,14
CS8213,16/9/2018,40
CS8407,16/9/2018,35
CS8571,16/9/2018,37
CS8171,16/9/2018,39
CS7811,16/9/2018,10
CS7726,16/9/2018,19
CS8182,16/9/2018,29
CS8870,16/9/2018,30
CS8204,16/9/2018,22
CS8085,16/9/2018,39
CS7741,16/9/2018,61
CS8827,16/9/2018,38
CS8280,16/9/2018,47
CS4333,17/9/2018,92
CS4259,17/9/2018,42
CS1750,17/9/2018,61
CS4608,17/9/2018,74
CS1408,17/9/2018,89
CS2944,17/9/2018,73
CS3882,17/9/2018,59
CS3959,17/9/2018,99
CS3341,17/9/2018,39
CS3073,17/9/2018,77
CS1156,17/9/2018,82
CS2018,17/9/2018,69
CS4297,17/9/2018,58
CS1649,17/9/2018,35
CS1616,17/9/2018,103
CS5805,17/9/2018,58
CS1537,17/9/2018,44
CS3781,17/9/2018,70
CS2354,17/9/2018,92
CS5585,17/9/2018,41
CS5130,17/9/2018,55
CS1812,17/9/2018,50
CS2961,17/9/2018,60
CS4926,17/9/2018,101
CS2319,17/9/2018,91
CS3474,17/9/2018,61
CS2013,17/9/2018,48
CS3034,17/9/2018,98
CS3262,17/9/2018,97
CS4194,17/9/2018,80
CS2136,17/9/2018,74
CS2306,17/9/2018,49
CS4517,17/9/2018,100
CS3991,17/9/2018,86
CS2811,17/9/2018,59
CS3511,17/9/2018,89
CS2842,17/9/2018,95
CS2862,17/9/2018,42
CS4611,17/9/2018,80
CS5638,17/9/2018,88
CS5550,17/9/2018,87
CS1988,17/9/2018,97
CS5001,17/9/2018,86
CS3467,17/9/2018,77
CS2236,17/9/2018,61
CS2338,17/9/2018,65
CS2336,17/9/2018,78
CS5228,17/9/2018,81
CS3973,17/9/2018,60
CS5563,17/9/2018,94
CS4416,17/9/2018,90
CS2826,17/9/2018,50
CS4374,17/9/2018,47
CS2742,17/9/2018,74
CS4657,17/9/2018,81
CS2541,17/9/2018,58
CS4187,17/9/2018,36
CS5472,17/9/2018,46
CS1278,17/9/2018,103
CS5456,17/9/2018,70
CS6037,17/9/2018,40
CS3646,17/9/2018,83
CS4564,17/9/2018,63
CS1575,17/9/2018,47
CS6010,17/9/2018,70
CS4537,17/9/2018,89
CS5733,17/9/2018,84
CS5518,17/9/2018,82
CS1675,17/9/2018,42
CS7750,17/9/2018,34
CS7408,17/9/2018,18
CS8944,17/9/2018,43
CS7156,17/9/2018,72
CS8018,17/9/2018,31
CS7649,17/9/2018,73
CS7812,17/9/2018,54
CS8013,17/9/2018,12
CS8136,17/9/2018,37
CS8306,17/9/2018,62
CS8811,17/9/2018,44
CS8842,17/9/2018,34
CS8862,17/9/2018,37
CS8236,17/9/2018,61
CS8338,17/9/2018,12
CS8826,17/9/2018,35
CS7278,17/9/2018,66
CS7575,17/9/2018,75
CS5835,18/9/2018,52
CS4723,18/9/2018,105
CS3916,18/9/2018,80
CS4330,18/9/2018,38
CS4823,18/9/2018,97
CS5765,18/9/2018,60
CS1114,18/9/2018,82
CS1598,18/9/2018,56
CS4268,18/9/2018,80
CS1578,18/9/2018,66
CS5919,18/9/2018,43
CS5937,18/9/2018,43
CS5545,18/9/2018,58
CS2749,18/9/2018,46
CS5815,18/9/2018,85
CS5518,18/9/2018,93
CS3774,18/9/2018,52
CS3143,18/9/2018,101
CS3727,18/9/2018,75
CS5404,18/9/2018,102
CS4439,18/9/2018,53
CS4283,18/9/2018,79
CS2410,18/9/2018,72
CS1151,18/9/2018,59
CS3028,18/9/2018,101
CS5695,18/9/2018,42
CS2447,18/9/2018,102
CS4385,18/9/2018,41
CS3201,18/9/2018,81
CS2911,18/9/2018,50
CS2029,18/9/2018,73
CS3442,18/9/2018,62
CS3049,18/9/2018,83
CS4635,18/9/2018,92
CS4212,18/9/2018,65
CS3329,18/9/2018,66
CS4756,18/9/2018,62
CS2104,18/9/2018,57
CS3224,18/9/2018,49
CS5716,18/9/2018,38
CS2596,18/9/2018,39
CS2400,18/9/2018,42
CS2814,18/9/2018,99
CS2226,18/9/2018,99
CS3915,18/9/2018,74
CS5247,18/9/2018,43
CS4912,18/9/2018,98
CS5420,18/9/2018,77
CS2622,18/9/2018,45
CS1392,18/9/2018,98
CS1570,18/9/2018,99
CS5806,18/9/2018,84
CS2167,18/9/2018,40
CS4489,18/9/2018,74
CS2098,18/9/2018,77
CS4721,18/9/2018,90
CS3890,18/9/2018,54
CS4329,18/9/2018,63
CS2136,18/9/2018,57
CS3242,18/9/2018,99
CS3794,18/9/2018,71
CS4584,18/9/2018,103
CS3843,18/9/2018,41
CS3827,18/9/2018,78
CS2077,18/9/2018,40
CS5089,18/9/2018,78
CS2015,18/9/2018,72
CS5318,18/9/2018,72
CS1601,18/9/2018,66
CS5162,18/9/2018,90
CS1459,18/9/2018,47
CS5636,18/9/2018,45
CS4095,18/9/2018,50
CS1982,18/9/2018,101
CS5982,18/9/2018,60
CS4649,18/9/2018,35
CS2630,18/9/2018,57
CS4111,18/9/2018,104
CS1373,18/9/2018,37
CS2631,18/9/2018,77
CS2940,18/9/2018,45
CS4860,18/9/2018,60
CS1425,18/9/2018,53
CS1591,18/9/2018,37
CS3587,18/9/2018,65
CS4968,18/9/2018,89
CS2367,18/9/2018,41
CS4474,18/9/2018,65
CS4753,18/9/2018,71
CS3743,18/9/2018,76
CS3057,18/9/2018,73
CS2885,18/9/2018,43
CS3530,18/9/2018,42
CS5816,18/9/2018,99
CS3384,18/9/2018,87
CS3799,18/9/2018,95
CS3472,18/9/2018,67
CS7114,18/9/2018,74
CS7598,18/9/2018,20
CS7578,18/9/2018,40
CS8749,18/9/2018,52
CS7151,18/9/2018,69
CS8447,18/9/2018,71
CS8029,18/9/2018,66
CS8104,18/9/2018,42
CS8596,18/9/2018,29
CS8400,18/9/2018,63
CS8814,18/9/2018,11
CS7570,18/9/2018,63
CS8167,18/9/2018,22
CS8098,18/9/2018,22
CS8136,18/9/2018,60
CS8077,18/9/2018,51
CS8015,18/9/2018,31
CS7601,18/9/2018,38
CS7982,18/9/2018,64
CS8630,18/9/2018,17
CS7373,18/9/2018,52
CS8631,18/9/2018,69
CS8940,18/9/2018,75
CS7425,18/9/2018,14
CS7591,18/9/2018,35
CS8367,18/9/2018,25
CS8885,18/9/2018,67
CS2596,19/9/2018,55
CS3460,19/9/2018,77
CS1879,19/9/2018,82
CS6075,19/9/2018,87
CS2402,19/9/2018,99
CS1497,19/9/2018,90
CS3492,19/9/2018,89
CS5092,19/9/2018,101
CS5191,19/9/2018,81
CS2657,19/9/2018,94
CS3304,19/9/2018,62
CS1286,19/9/2018,68
CS5760,19/9/2018,64
CS1203,19/9/2018,84
CS3105,19/9/2018,67
CS4265,19/9/2018,43
CS5076,19/9/2018,78
CS2623,19/9/2018,81
CS4980,19/9/2018,69
CS5014,19/9/2018,78
CS3470,19/9/2018,35
CS2673,19/9/2018,60
CS2094,19/9/2018,91
CS5824,19/9/2018,77
CS5856,19/9/2018,99
CS1905,19/9/2018,54
CS4544,19/9/2018,86
CS5811,19/9/2018,95
CS2600,19/9/2018,89
CS2703,19/9/2018,45
CS4704,19/9/2018,87
CS4659,19/9/2018,69
CS4317,19/9/2018,39
CS1675,19/9/2018,67
CS6062,19/9/2018,38
CS5202,19/9/2018,91
CS3810,19/9/2018,53
CS4829,19/9/2018,53
CS4710,19/9/2018,60
CS5364,19/9/2018,60
CS3331,19/9/2018,95
CS2808,19/9/2018,40
CS2124,19/9/2018,70
CS1356,19/9/2018,75
CS1382,19/9/2018,72
CS3459,19/9/2018,82
CS3565,19/9/2018,39
CS3073,19/9/2018,93
CS1736,19/9/2018,41
CS5629,19/9/2018,86
CS1746,19/9/2018,38
CS5023,19/9/2018,95
CS3226,19/9/2018,85
CS3261,19/9/2018,59
CS1563,19/9/2018,71
CS2807,19/9/2018,80
CS1114,19/9/2018,97
CS2902,19/9/2018,69
CS3673,19/9/2018,78
CS2350,19/9/2018,92
CS1270,19/9/2018,74
CS1409,19/9/2018,45
CS3450,19/9/2018,90
CS3600,19/9/2018,70
CS1715,19/9/2018,85
CS5175,19/9/2018,42
CS3928,19/9/2018,100
CS4556,19/9/2018,73
CS8596,19/9/2018,64
CS7879,19/9/2018,51
CS7497,19/9/2018,14
CS7203,19/9/2018,79
CS8623,19/9/2018,58
CS8673,19/9/2018,39
CS7905,19/9/2018,76
CS8600,19/9/2018,26
CS8703,19/9/2018,26
CS8124,19/9/2018,30
CS7382,19/9/2018,56
CS7746,19/9/2018,70
CS7563,19/9/2018,66
CS8807,19/9/2018,27
CS8902,19/9/2018,15
CS8350,19/9/2018,18
CS7270,19/9/2018,77
CS5287,20/9/2018,35
CS5914,20/9/2018,95
CS2683,20/9/2018,44
CS3381,20/9/2018,60
CS2668,20/9/2018,99
CS3708,20/9/2018,92
CS5568,20/9/2018,41
CS5911,20/9/2018,57
CS3095,20/9/2018,56
CS3550,20/9/2018,46
CS3921,20/9/2018,67
CS5296,20/9/2018,46
CS5804,20/9/2018,67
CS5850,20/9/2018,69
CS4968,20/9/2018,55
CS2050,20/9/2018,46
CS5612,20/9/2018,60
CS4786,20/9/2018,80
CS5853,20/9/2018,45
CS3882,20/9/2018,93
CS1557,20/9/2018,82
CS4396,20/9/2018,94
CS4303,20/9/2018,99
CS3108,20/9/2018,67
CS4833,20/9/2018,62
CS5988,20/9/2018,84
CS5577,20/9/2018,85
CS1440,20/9/2018,38
CS5284,20/9/2018,37
CS4677,20/9/2018,73
CS4001,20/9/2018,51
CS4881,20/9/2018,80
CS5647,20/9/2018,83
CS2251,20/9/2018,43
CS1166,20/9/2018,104
CS2205,20/9/2018,91
CS2687,20/9/2018,38
CS3926,20/9/2018,102
CS6105,20/9/2018,81
CS3102,20/9/2018,92
CS3893,20/9/2018,53
CS1223,20/9/2018,77
CS1542,20/9/2018,58
CS4116,20/9/2018,36
CS1950,20/9/2018,96
CS5368,20/9/2018,56
CS1259,20/9/2018,66
CS2771,20/9/2018,59
CS4826,20/9/2018,67
CS2531,20/9/2018,35
CS5813,20/9/2018,43
CS5189,20/9/2018,77
CS2867,20/9/2018,47
CS1711,20/9/2018,69
CS5024,20/9/2018,93
CS3597,20/9/2018,74
CS2686,20/9/2018,50
CS4949,20/9/2018,88
CS3827,20/9/2018,97
CS1734,20/9/2018,97
CS5306,20/9/2018,74
CS5897,20/9/2018,51
CS1156,20/9/2018,103
CS4338,20/9/2018,42
CS4811,20/9/2018,47
CS1486,20/9/2018,101
CS4652,20/9/2018,58
CS8683,20/9/2018,78
CS8668,20/9/2018,12
CS7557,20/9/2018,39
CS7440,20/9/2018,58
CS7166,20/9/2018,34
CS8687,20/9/2018,35
CS7223,20/9/2018,65
CS7542,20/9/2018,49
CS7259,20/9/2018,49
CS8771,20/9/2018,39
CS8531,20/9/2018,39
CS8686,20/9/2018,47
CS7156,20/9/2018,59
CS2459,21/9/2018,40
CS1362,21/9/2018,42
CS3972,21/9/2018,87
CS4357,21/9/2018,53
CS2836,21/9/2018,65
CS2032,21/9/2018,39
CS4549,21/9/2018,46
CS2866,21/9/2018,73
CS5753,21/9/2018,76
CS2103,21/9/2018,64
CS4303,21/9/2018,94
CS6026,21/9/2018,76
CS2628,21/9/2018,38
CS2910,21/9/2018,66
CS6007,21/9/2018,86
CS1247,21/9/2018,51
CS1357,21/9/2018,66
CS3518,21/9/2018,50
CS6094,21/9/2018,91
CS3263,21/9/2018,100
CS3188,21/9/2018,78
CS3610,21/9/2018,73
CS3895,21/9/2018,44
CS3127,21/9/2018,64
CS5299,21/9/2018,92
CS4032,21/9/2018,79
CS4975,21/9/2018,53
CS5280,21/9/2018,79
CS3360,21/9/2018,38
CS5621,21/9/2018,84
CS5931,21/9/2018,64
CS4808,21/9/2018,104
CS5839,21/9/2018,48
CS1438,21/9/2018,98
CS4536,21/9/2018,53
CS3200,21/9/2018,94
CS5822,21/9/2018,74
CS4791,21/9/2018,77
CS5066,21/9/2018,44
CS4247,21/9/2018,81
CS5415,21/9/2018,75
CS2362,21/9/2018,101
CS3062,21/9/2018,90
CS1685,21/9/2018,101
CS3652,21/9/2018,50
CS5279,21/9/2018,61
CS2007,21/9/2018,73
CS3295,21/9/2018,77
CS5689,21/9/2018,100
CS5237,21/9/2018,68
CS4617,21/9/2018,50
CS2213,21/9/2018,49
CS3536,21/9/2018,96
CS1321,21/9/2018,79
CS3480,21/9/2018,69
CS4625,21/9/2018,55
CS4573,21/9/2018,77
CS4292,21/9/2018,50
CS1887,21/9/2018,64
CS5023,21/9/2018,93
CS2883,21/9/2018,100
CS5351,21/9/2018,50
CS3359,21/9/2018,38
CS2151,21/9/2018,74
CS3261,21/9/2018,82
CS4616,21/9/2018,76
CS4591,21/9/2018,79
CS3016,21/9/2018,97
CS2125,21/9/2018,79
CS8459,21/9/2018,38
CS7362,21/9/2018,79
CS8836,21/9/2018,71
CS8032,21/9/2018,35
CS8866,21/9/2018,73
CS8628,21/9/2018,30
CS8910,21/9/2018,22
CS7357,21/9/2018,46
CS8362,21/9/2018,39
CS8213,21/9/2018,53
CS7321,21/9/2018,54
CS7887,21/9/2018,13
CS8883,21/9/2018,56
CS8151,21/9/2018,59
CS1164,22/9/2018,70
CS3024,22/9/2018,70
CS1440,22/9/2018,90
CS5464,22/9/2018,36
CS2193,22/9/2018,38
CS3294,22/9/2018,54
CS3528,22/9/2018,70
CS2085,22/9/2018,55
CS3146,22/9/2018,101
CS4046,22/9/2018,50
CS4295,22/9/2018,82
CS1908,22/9/2018,82
CS1171,22/9/2018,98
CS2888,22/9/2018,90
CS3421,22/9/2018,37
CS1870,22/9/2018,38
CS2619,22/9/2018,57
CS2487,22/9/2018,56
CS4054,22/9/2018,50
CS2828,22/9/2018,58
CS1738,22/9/2018,97
CS4897,22/9/2018,52
CS3828,22/9/2018,47
CS4080,22/9/2018,69
CS1880,22/9/2018,36
CS4484,22/9/2018,58
CS1338,22/9/2018,49
CS1390,22/9/2018,65
CS3318,22/9/2018,85
CS2460,22/9/2018,44
CS5579,22/9/2018,37
CS3689,22/9/2018,80
CS4245,22/9/2018,103
CS2674,22/9/2018,94
CS2115,22/9/2018,60
CS1743,22/9/2018,99
CS3354,22/9/2018,86
CS3337,22/9/2018,44
CS4685,22/9/2018,42
CS2560,22/9/2018,46
CS1831,22/9/2018,41
CS1417,22/9/2018,68
CS1794,22/9/2018,37
CS4033,22/9/2018,82
CS5165,22/9/2018,89
CS2975,22/9/2018,42
CS4287,22/9/2018,49
CS1274,22/9/2018,100
CS2649,22/9/2018,71
CS3545,22/9/2018,74
CS5727,22/9/2018,84
CS5419,22/9/2018,57
CS2221,22/9/2018,94
CS4898,22/9/2018,43
CS5725,22/9/2018,67
CS5729,22/9/2018,95
CS1367,22/9/2018,89
CS3685,22/9/2018,47
CS1546,22/9/2018,65
CS4981,22/9/2018,46
CS3196,22/9/2018,74
CS3682,22/9/2018,79
CS3836,22/9/2018,80
CS1571,22/9/2018,65
CS3832,22/9/2018,92
CS2076,22/9/2018,50
CS4950,22/9/2018,36
CS5643,22/9/2018,37
CS5195,22/9/2018,38
CS3626,22/9/2018,70
CS3258,22/9/2018,77
CS1148,22/9/2018,35
CS1266,22/9/2018,48
CS6091,22/9/2018,84
CS7164,22/9/2018,77
CS8193,22/9/2018,66
CS8085,22/9/2018,69
CS7908,22/9/2018,61
CS7171,22/9/2018,16
CS7390,22/9/2018,25
CS8460,22/9/2018,73
CS7743,22/9/2018,57
CS8560,22/9/2018,50
CS7831,22/9/2018,66
CS7417,22/9/2018,79
CS7794,22/9/2018,56
CS8975,22/9/2018,19
CS8649,22/9/2018,41
CS8221,22/9/2018,14
CS7546,22/9/2018,31
CS8076,22/9/2018,32
CS4915,23/9/2018,57
CS4683,23/9/2018,67
CS4176,23/9/2018,92
CS4825,23/9/2018,73
CS4817,23/9/2018,35
CS3361,23/9/2018,82
CS4004,23/9/2018,49
CS3057,23/9/2018,99
CS1920,23/9/2018,73
CS2274,23/9/2018,80
